NodeName,Score
SLC25A33,4759
IGSF3,1066.444444
LRCH1,1731.2
CCL13,305.5
CTSW,1291
TSPAN8,292
GNS,960
CLSPN,1548.666667
ZFAND4,857.625
OTOP2,140.8333333
APBA2,368.25
NUDT5,1445.6
LCE1A,499
KLF15,894.375
KRTAP4-12,196
SMARCD1,1415.5
JUND,132
FAM133B,58
TGM4,1713.4
CES4A,873
OSGEPL1,908.3333333
SPRY1,2438.666667
ELP3,334
CACNG6,1892
ARHGDIA,887
TLE3,1047.666667
KRT6C,2772.5
TPMT,46
PLD6,178.6666667
ARL2,87
MLLT10,949.6
UBFD1,56
RNF38,1172.25
EGFR,602.4666667
SLC12A7,562.5
SOAT2,2538
ATMIN,1474.75
CDCA5,129
COPB1,1480.2
GUK1,2523.5
HYAL4,149
SPATA17,690.8888889
JUN,373.3333333
COL28A1,1036.428571
KRTAP20-3,158.5
RENBP,1568
BRD7,1286.142857
PLA2G4F,1164.875
GCFC2,1785.333333
NEK2,2048.333333
STXBP5,772.5
MERTK,1555.285714
CRELD2,1170.2
LSM14B,653.3333333
INSRR,622.5333333
STK3,1307
PLEKHF1,82
FOXD3,754
DUSP16,792.8888889
RNGTT,98.75
PPT2,2229.333333
PTPN7,278
NEK8,616.7142857
NTSR1,896.3333333
SGK3,407.75
KRTAP9-8,1074
SRC,1933.666667
SLC38A11,1147
ATG7,1257.2
PIK3CD,614.8
FRMD8,175
GAS7,554.5
FLNB,765.8
PIK3CG,1746.285714
GLIPR1L1,140
SHROOM2,929.7142857
SEC61A2,1881
ELMO2,1400.857143
ARL8B,890
SLC26A3,1285.333333
UBR4,791.96875
PPP2R5A,1916.75
ARF4,2677.5
HLF,137.2
GRM6,247.8
HNRNPH3,1264.25
EZH2,381
GALNT18,733.3333333
HM13,1615
TPI1,1107.4
WDR72,183.7272727
PIGK,39
GYPC,88
FBXO8,215
BATF,138
KLF14,3384.666667
BTG3,1740
PRPF4,801.4
IQGAP3,1015.8125
SLC4A5,638.1666667
PITPNM3,837
SLC17A3,936.25
RAB33A,140
SKAP1,2396
PPP3CC,2373
TLN2,627
TNFRSF11B,715.25
DERL3,209
ATP8A1,2534.333333
NOG,163
KBTBD8,790.375
ARFIP1,1809
EEF1D,317.4
ASB7,854.7142857
ANKRD13D,2087
SDSL,2445
NKX3-1,1595
FNIP2,1698.333333
PIWIL1,496.8947368
KRTAP20-4,160
SLC13A3,1633.625
PHKA2,591.5454545
PDE7A,72
CUL4A,117.75
ABCG4,1478.25
TRMT5,388
IGDCC3,663.9
ANKRD30A,432.5
CLN3,822.25
ZFPL1,392
SEC23A,118.5
NECAP2,1329
CPNE1,882.8333333
GATA1,584
PRPF31,887
DMXL1,846.2380952
RPE65,1964.333333
YEATS2,487.2727273
SMAP1,2016.833333
TREH,2721.5
CAV1,1431
ZP3,2396
TNKS2,649.75
HGF,1761.142857
MSTN,1704
RAB35,487.4
MPP2,129.6666667
MVB12A,247.3333333
STX11,505
S100A14,1720
EMC3,1665.4
ERCC4,1185
PSMG3,39
CLDN4,682
ASF1A,1420
TNFSF12-TNFSF13,3446
ATRN,1236.111111
SOAT1,886.4285714
CXCL14,3435
PINX1,1516.5
VNN2,1128.285714
PDCD6,653.6666667
CDC42BPG,1665.8
KPNA5,1888.75
ST6GALNAC1,1455.181818
STYX,900
DNAJC11,1726.5
RARB,857.4
TCF7,1269.5
PCNA,2450
MOSPD2,591.2
KEL,1714.6
KIAA1522,1019.142857
TUB,1065.8
IKBKE,1087.733333
HDDC3,338.6666667
CDC7,1551.666667
CIT,939.9411765
PLXDC2,936.4
PRPF4B,702.4166667
PCF11,769.8333333
EIF4E2,460.5
GALNT14,1876.166667
NR2E1,1385
KRTAP4-11,148
TFAP2D,2414.2
UTP23,276
VSIG4,109.25
FBLIM1,183
AURKA,2345
ZMAT4,1912.333333
CADM4,520.6666667
RHOB,1045.333333
PBLD,101.5
PCDHB10,249.125
MAGEC2,1227.285714
PANX3,426.8
KRT15,1836
KRT19,1005.166667
PROP1,65
TRAF4,545
RASSF4,3263
LRRK1,541.5
PVALB,1334.5
SRPRB,721.3333333
FZD6,579
DCDC1,841.9285714
GFM2,1833.875
SOX30,1949.333333
CRIPT,31.5
LDHA,1245.166667
SLC22A1,1378.75
CCDC6,137
RBM23,289
SPOCK1,1566.666667
CELA1,1253.75
ANKRD36C,634.1428571
TMEM145,1237.5
FASN,565.5789474
SSBP2,2315.666667
PDE4D,974.9166667
KEAP1,2508
COX14,1311
ARHGEF7,933.8888889
ACCS,568.5
RALY,418.6666667
TEFM,1985
WSB2,515
CDH24,1443.833333
ATP13A3,1009
PAX6,2236
TMEM63C,951.4
GPRIN3,1122.5
SEMA3G,1309.714286
IGIP,212
DLX2,833.5
HRH3,936.6666667
COLGALT2,1286
KDM2A,1494.666667
GJB4,2330
PIM1,253.5
SCLT1,1399.25
TOB1,1493.714286
GRSF1,158
FAM135A,887.2727273
KL,1007.875
YIF1A,54
SHANK2,1053.333333
DAND5,1460.5
IL36A,1602
TMLHE,103
SLC35C2,1704.666667
LAG3,206.6666667
TMEM126A,873
RAD51D,2468.5
MYO7B,502.4
SNX4,2755.75
STK24,1871.333333
GET4,1953.75
KLB,1273.5
RNF41,2169.166667
CCDC57,2215.75
THUMPD2,188.75
HSPA9,2117.4
KRTAP5-8,56
UNC45A,120.3333333
KRT3,1860.8
CNN1,2379
IL4,31.5
DCTN2,1384.8
WDR26,128
ADCYAP1,74
ASPDH,87.33333333
UTRN,642.4166667
CLCA1,1041.625
SEC63,1676.333333
MIEF1,2685.5
RPL39,356
MTPAP,752
DTWD1,259.3333333
DNAI1,741
NCK2,358.4
VANGL1,794.1111111
RTKN2,2061.5
SLC25A25,458.8
GPX1,78
PCDHB4,832.1428571
RIBC2,4097
CACTIN,1106.333333
NADK,147.3333333
PPP1R3D,390.5
KBTBD2,1284.333333
REPS2,1223.285714
TIPARP,548
PDE6C,711.1
TIMM50,1346
CBLN3,325.5
ADAMTS17,777.5833333
RPRD1A,111
FAM3C,125.3333333
APOA1,592.8
MMP17,936
KRTAP13-1,4759
KAT2B,965
RCBTB1,393.1666667
ZNF664,108
SLC12A2,657.1111111
PTGS2,1488.7
MPP7,343.8571429
RNF14,1456.25
PHC3,324.6
AP1B1,1233.583333
DCP1B,891
TUFM,2620.5
RAD51AP1,337
KDM4B,1498.5
ITGB7,1339.6
RAB31,1812
MSL3,1204.875
PGK1,932.5714286
PPP2R2A,313.3333333
ARF1,1051.75
C4orf48,117
FOS,1401.5
ZNF780A,1156.7
DOK3,2743.5
TPSG1,1658
HDAC1,844
PHYH,948.3333333
TIMP3,821.75
OSBPL7,1320.714286
PDPR,1314.571429
RBM12B,1466.8
SYNPO2,1094
PDCD1,100
ATP6AP2,2246.5
XCL2,168
GATA3,131.23
MT1G,2154
PLXNC1,926.5
SRD5A1,1678
LRRC49,1908.8
DDHD1,3242
PPCDC,41
GOT2,846.3333333
NTSR2,1455.8
SPOPL,1081.4
PHF20L1,775
DNAJB13,846.8571429
ITPA,873
RSPO1,1548.333333
FAM107A,2670
ZCCHC4,3483
CTNNB1,146.2857143
RAB22A,1904.333333
SHISA2,52.5
TRMT10B,2420
SERPINA6,81
TM4SF1,1555.25
RAP1GAP,624.6666667
SPAG4,2916.5
COL10A1,433.5
RASL12,1022.4
DDX11,1357.75
KRT31,149.5
MYL1,1736.6
B3GALT2,101
DLL4,62
HLTF,1393.6
KIF27,1130.5
VPS36,464
FZD1,1451.5
ARL14EP,4759
CAMKK1,495.3333333
TMC2,1249.066667
KCTD15,118.5
CEACAM4,464.3333333
PIGC,1595
NSUN4,448.6666667
UGT2B15,1508.25
SLC1A5,899.5
PEX26,130
RNMT,708
DDX46,1379.857143
LHX9,654.5454545
CPA1,1128.857143
AMD1,1442.666667
NEK1,1769.5
GALNT2,86.14285714
FGFBP1,145
VSTM2B,151
SLC44A2,757.6
PPARD,857.6
SPNS3,1693.666667
PAX2,1477.5
PLEKHB1,1438
CHST7,78.5
LRIT1,56.33333333
ABCA7,1554.666667
ZNF304,263.3333333
MBD2,376.4
TBX22,1043.3
VCPIP1,560.5
PLP2,792.7
KCNJ1,897.3333333
CCDC82,719.875
KCTD21,313.5
TSHB,2439.5
GLRX2,434.4
AKAP5,735.5
GADD45G,967
SPTAN1,1345.5
DNAJC14,1705
KLK8,392.25
DNAJB9,1827.333333
HAO2,873.5
PRM2,1535
EVX1,1539.5
CDK15,1992.666667
CREB3L3,886.8571429
MYO1D,1755.75
PDCL,209.6666667
ITIH3,1469.666667
DLGAP4,1017
AMDHD2,1595
CCL4,164.5
PDE11A,1257.5
RD3,1644.333333
FMN2,541.21875
EFCAB6,1058.307692
GDF1,1595
INHBA,824.4285714
TH,88
SPON1,411
ADAM8,1656
SLC37A4,2327.8
DNAJB8,129
PPP2R3B,2534.857143
C1orf162,789
KLHL3,1181
RAB11A,709.25
PSMD11,1122.8
RFC1,978.7692308
OLFM1,1445
SPN,246
FLT3,723.25
SLC25A39,214.5
PRPF38B,506.3333333
B3GNT4,1458
GTDC1,397.7142857
USP24,239.4285714
DHX16,592.4
BIN1,1759.8
KLHDC10,1917.333333
BLOC1S6,1630.5
FXN,481
NDUFA7,121.3333333
TSNAX,3396.5
KCNH7,1183.2
TXNL1,436.1666667
COQ5,696.8
SPPL2A,1825
SCRT2,49.5
MSI1,146.5
SIRPG,1571
CHKA,1818.5
KCNK9,936
BCAR3,581.7
USP15,1182.166667
CSNK2B,118.5
EPHX1,507
VIPR1,1104
MND1,1230.333333
FH,1794.75
CUL4B,1110
SETD1A,429
TAAR1,2906
WDR90,1509.444444
ACOXL,1442.166667
ZFYVE1,1497.333333
PLXND1,330.8
POLE2,1336.4
ABCB6,1469.375
QRSL1,2776
CLGN,2713.5
DENND6A,1139.375
GRIN2B,276.5263158
QPCT,971.3333333
ALDH2,181
WDR33,1142.75
RFX7,1738.8
SEC31B,1689
AKAP11,1053
RALGPS1,1442.75
MYL6,347.25
PRAMEF17,146
TCHP,2397.2
ADIRF,108
ZFAND5,131
SLC28A3,1271.428571
LIMA1,1472
DDR1,757.375
LYN,1529.285714
AIPL1,122
ASIC1,1779.166667
GLUL,143.5714286
ARMCX3,1990
AHCYL1,2025
TTC7A,317
LRRC40,2138.333333
AATK,260.6666667
MAP4K4,1343.266667
TP53,142.3908046
OS9,425.8571429
KIF3B,264.4
HEMK1,1694.666667
ABHD4,241.75
NTPCR,87.66666667
GPC2,989.2
ATP6V1G1,282
MRC1,1823.5
SSTR3,1243.75
ADORA1,469.5
GALC,57
CNIH4,2137.333333
PMVK,1299
HIVEP2,1191.263158
C2orf66,32
SYNRG,1790.666667
GRIP2,870.0833333
TM9SF3,904.75
PACSIN2,874.8333333
IDH3B,1760.833333
STRN,545.3333333
DOK4,167.5
IMPA1,1540
MRPL13,392
SLC38A1,1319.833333
ROBO4,981.8888889
MYO1G,969.6666667
SOX9,1258
INTS12,452.8571429
CNOT3,900.7272727
NTN4,154.6666667
NFATC4,477.8888889
UBE2C,29
IL7,5297
ZCWPW2,1604
SVIP,837
HSD3B7,742.8
MRPL55,1412
KPNA3,477.8
ECI2,1976.75
MPPE1,644
MGAM,592.9259259
ADIPOR1,44
DMTF1,643.6666667
MFAP4,2415
FCHO2,2314.166667
CELSR1,789.3333333
SYCP1,1279.5
CFL1,356
SYK,2291.75
SEC23IP,86.57142857
MARK2,820.625
TRIM23,1205.7
TMEM106C,1921.4
MS4A12,2515
SMAD6,156
HSPD1,1646.555556
AMY1C,5297
NPM2,41
ACVR1B,813.9090909
SNRPA1,783
PDXDC1,409
DBX1,458.8
GK,1552.166667
PHF19,626
PFKFB2,527
DMC1,1600.4
MGAT4B,925
GOLGA7,49
FRMD3,1054.555556
COQ3,241.5
ADAMTS5,1147.75
TDRD6,1029.294118
TBX3,394.1153846
DGKD,1508.846154
CTBP1,2398
ARL5B,1091.5
SERPIND1,490.75
STX3,175.75
PLXNA1,736.1666667
SCN3A,740
BCAT2,769.4
CBS,2135.8
REM1,926.5714286
RPL9,2719
SH3KBP1,1014.333333
LCORL,5297
SVOPL,1827.333333
TUBGCP4,2143.666667
TXNDC2,591.6
OGDH,694.7777778
EML2,1471
HPN,2495
NSF,1871.4
IGSF21,141.5
IRX1,1198.5
MARK4,101.5
CKMT2,634.6666667
MTURN,1877
EEF2,747.25
SLC4A4,705.75
MAST2,593.4444444
KLK2,456.25
RPS24,5297
SLC25A19,86
GOLGA5,2230.75
CMTM7,245.5
SLC22A8,1520
LRCH2,1307.909091
SNAPC5,145
FUT10,1025
FCER2,5297
TBX21,4759
THAP5,1108.714286
VPS37D,148
OR6C65,1621.75
PTGES3L,1086
GRIN2C,301.5714286
TANC1,1027.615385
PADI6,746
SHISA9,1017.2
KPRP,386.2727273
CLIP3,500
PROX2,1544.714286
KRT78,454.25
EZR,630.875
STX1B,2421
NEDD4L,342.8461538
DNMT3A,1020.363636
MRPL24,164.3333333
UCP3,104.6666667
IFNA2,164.4
FBN3,690.8333333
BCL11B,1100.428571
RASGRP4,828
CHD4,872.2083333
SLC34A2,1641.222222
SLC12A4,1672.333333
XPO5,843.3076923
EGFLAM,254.9166667
GJC2,1184
RPS10,97
FGFR1OP2,2065.25
ECI1,1451
SETX,882.2352941
RXRA,212.7142857
CYP3A43,1976.2
AMOTL2,1388
NETO1,428.25
SCN3B,1774.333333
EHD4,1497.4
MMP14,871.1666667
GCG,115
VDAC2,2671
UBL4B,17
CCDC124,142
MED4,1407
SRGAP1,1266.764706
DNAJC16,1142.625
RSPH6A,1064.5
C8B,2488.333333
UQCC2,71
ARSD,1403.333333
DUSP19,1807.6
CIDEB,39
FAP,798.6666667
TBC1D22A,1062
XPNPEP3,552.875
PLD2,1265.5
SDCBP2,1595
IL36G,5297
STARD8,257.4
ABCG8,1807.166667
ZMAT3,120
RNF25,3435
ERN1,1459.444444
FAM83E,128
GRID2,1701.833333
PPIAL4A,1311
ACOT13,991
NUP160,961.1333333
HEATR1,806.8571429
SHC4,2083.25
MYL5,153
LCK,405.5
DOCK10,906.1
PDPN,337
FBXL13,897.875
TGIF2,1184.833333
JAM2,564.5
PHLDB2,1794.181818
CENPO,1309.4
TNFRSF11A,777.25
PIGA,2695
DMBX1,91
UNC119B,324.5
ACSM2B,1040.272727
OPRD1,726.5
AGPS,1806.5
RBP5,1495.5
CXXC5,138
RPH3AL,1819
FUT2,2692
PPARG,1469.25
TICAM1,331
HK3,1738
CTSK,1099.2
SHC3,74
TMED10,129.6
CD46,1608.666667
WDR74,4759
TPD52L1,212
KLF6,255
NSFL1C,3420.333333
NAT9,1380
SDCCAG8,915
TTC24,1126.333333
DNAJC6,1117.5
PPIB,86.5
CATSPERB,941
RARS2,682
TATDN1,501
DDX53,960.5
LRGUK,861.7777778
IGFBP3,272
PNPLA7,1802.4
WDR82,1815.833333
C1QL1,91
SNAP91,714.9
VSIG8,1359
FTSJ3,930
CISD2,47
ABRA,1124.125
KLHL20,126.3333333
SLC24A5,1639.5
LASP1,241
GBX1,196
HNRNPA1L2,471
METTL1,1297
CKB,124.5
RPS20,1192.5
ARHGAP36,928.5555556
POLK,2363.666667
MBIP,64
WASF2,2020.2
BTBD18,2595.666667
DEFB118,38
HRNR,411.0909091
KIF4B,736.4545455
ITGAD,909.8888889
SC5D,156.5
PDXK,261.8
CCDC88C,1191.1
SPAG9,1064.727273
CRABP2,163
AP2A1,223
PACS2,1224.2
ANKRD16,1665.666667
ACAP2,1328.2
FBXW8,589
SLC7A6,272
SNRPN,107.5714286
MSH4,1058.4
TPTE2,1443.5
LIMS1,1850.666667
LUM,57
PLCB1,1313.285714
PI15,1668.6
PLAGL1,2090.666667
ZNF280B,139.5
PATL1,3384.333333
TTC12,102.5
LSM7,212
MRPS2,1663.5
ASCC1,1805.666667
CMPK1,526.6666667
GIT2,2028.571429
MRPL47,2500.75
OSR1,2107.8
PDGFRB,1249.333333
MRPS7,79
CFI,136.6666667
PFKP,993.5
USP13,1655.166667
FGFR4,605.4285714
PPAN,993
ARL15,102
FAM102B,903
RPUSD3,2243
APC2,3304.666667
HCN2,3239.5
SCAP,743.25
ANO5,576.7272727
GRK5,1890.333333
CLTCL1,808.875
ALOX12,1279.666667
TPP2,805.8888889
PKP1,1134.25
CATSPER1,2292.833333
YWHAQ,1595
ST3GAL6,762.6
NEDD1,748.5
NUP153,926.7777778
HOXB9,498.3333333
GPR84,782.8
KLK14,220
STRN3,1125.4
SF3B3,1277.5
GRIK1,887.25
FOXP2,948.25
SOD2,151
ZFP42,2671.5
KCTD12,1195.666667
MPLKIP,250
ST6GALNAC3,1495.4
CEP290,745.32
SCGN,57.66666667
TUBAL3,1397.25
ITGA8,1594.5
CEP57,198.8
TTLL7,1436.142857
CSF3,306.4
SIK1,1270.5
BBS5,136
PLK1,681.5714286
MAP3K14,2371.5
CYB5D1,2615
APOLD1,89
PTBP1,1454.5
UBA3,105
SOX12,35
FAM83H,53
PCDHB8,499.0909091
SMYD1,1010
ZNF587,746.375
LRP8,1061.2
RPL37A,680.5
CLDN6,1371.5
EFHD1,73
MRPS33,409
SLC51B,1350.75
COPE,847.75
FEM1B,58
KCNT1,1781.75
UQCC1,1839.666667
BTBD1,1014
MAPK8,136.5
PPIA,4759
UBE2E1,2494.5
PLB1,1432.7
LIPJ,873
CHRM3,1062.428571
APBB1IP,108.3333333
TRIM3,1334
FGG,1472.285714
TXNDC16,2763.4
CLEC1A,2682.5
NCOA2,1200.625
FOXR1,98
TMEM91,1588.333333
TRIM44,92
OR51B6,1867
AURKC,1168.5
MED30,57
KRTAP19-6,483.3333333
TRABD,230
HNRNPA2B1,1416.111111
STRBP,1282.8
GOLGB1,942.5714286
CTRC,1601
CFL2,2726
ZNF502,1035.833333
MS4A6A,207.75
NPY,113
ANXA11,511
NDUFS1,577.25
FADS3,471
CACNA1H,609.5714286
RASGEF1C,620
P4HA3,284.3333333
RPL23,1939
GSTO2,1766
FBXL4,1699.333333
PRSS53,1018.8
DUSP9,3669
MBTPS2,972.3636364
ROMO1,34
GDPD4,709.875
DGAT1,1881.666667
DAW1,173.6
CCNT1,823
BRINP3,1027.5
ELOVL5,303
WDR59,1115.2
RGS11,211
KCNN1,3435
TMEM178A,2961
PJA2,766.6
LRCH4,2400
TSPAN19,1340.5
COL5A3,931.2
CHMP6,66
SERPINI1,143
ABCA1,1613.333333
ACR,2196.666667
MEMO1,1869.5
RHBG,420
RAD50,1646.666667
SLC38A9,1025.125
CFHR1,331
CKAP2L,1324.666667
IGSF8,86.5
NEO1,1172.5
SLC6A15,1145
ITPKC,1176.375
GCDH,594
KBTBD4,1759.555556
SCYL3,1134.555556
SLC26A7,533.5714286
TLK1,4076
PTPRN,1822.6
PNPLA6,1539
NMRK2,441
GPR50,620.4
RAB37,1147.2
ENOSF1,860.3333333
DDX4,1417
NPTXR,106
MED23,616.2777778
PPP4R4,1237.222222
IL33,1997
VSTM2L,57
KRT36,2058.666667
ST3GAL4,104.5
TMEM132B,202.3846154
TPPP,72
FGFRL1,756.3333333
CHMP4C,57
STRAP,1863.666667
NMD3,3185.5
SGK1,1127
GPD2,1390.75
SLC30A7,367
DYNC1I2,43
FOXO3,1892
STARD6,5297
EIF3D,1964.6
PTPRO,1576.444444
OTUD1,148
TRPV1,2790
NRSN1,954.6666667
COG5,1848.25
ARL6IP5,82
CAMP,30
VSIG2,3435
FCHSD2,730.2
ARMS2,2813
LYZL1,1664
CTSV,546.6666667
CCR1,324.75
ISCA1,1925
SOD1,1462.5
TRMT2A,909.8333333
FERMT1,2222
NAPB,995
AKR7A3,695.5
PI4K2B,429.6666667
HVCN1,764.5
LMNB1,116
SFI1,122
KAT5,245
PMS2,1906.555556
TPCN1,740.25
AGMO,1705.428571
COL25A1,886.5555556
SCMH1,1496.777778
EDF1,260
NPC1L1,495.7
NDUFA10,1185.6
MMP12,1177.666667
LRRC2,1807.333333
COX7A1,1458.5
PLAUR,1693
HTR3B,855.5
KLHL40,292
PRSS57,71
GAPDHS,1252.333333
ABHD5,263
SLC7A1,169.5
ZFYVE21,1311
FLI1,663.1111111
MRPS30,1039.666667
PGR,1134
CWF19L2,384.8333333
PLCB2,1150.8
F7,1874.6
MXD4,331.5
TEAD2,787
MCOLN3,804.8571429
TPM1,277
S100A1,203
SUPV3L1,2248.666667
ALG1L2,1730.666667
MYLK4,727.4285714
CLCN5,729.5384615
TDP2,583
CCRL2,1203.666667
ZFP30,1578.4
HELLS,1551.333333
OTOF,397.2941176
GPR132,189
CIAPIN1,5297
KCNMA1,1429.25
KLHL9,1226.375
GRID2IP,1428.571429
CHST1,951
ZRANB2,389
AP4M1,591.75
ATP2A1,998.9375
EIF5B,1018
PPP1R16B,221.5
KCNA5,1076.777778
ATF7,3435
MUC17,407.2051282
PKNOX2,163.25
AQP2,1770.5
IRX3,89
NDUFB1,592
PDLIM3,1299.375
MAGI3,1283.666667
RSU1,377
MOV10L1,739.2727273
CCT3,437.4444444
GJA10,932.2857143
BCS1L,2455
SDK2,782.6666667
MAN1B1,2423.75
FER1L6,744.0588235
GPR88,183.5
PCBP3,1004.666667
TAF5L,594
ARHGEF26,1701.7
HMGXB3,351.5
PGRMC1,1428.25
CANX,350.6666667
WFDC2,70.66666667
HAO1,1283.8
PSMA3,411.6666667
NAA40,1620.75
VSX1,151
IL6,1175.25
CACNA1B,632.72
BMP15,1451.428571
SLC2A6,164
NOX4,738.1428571
NPAS1,71
GNL2,1266.4
SOX10,657
SCN2B,2193
CALM1,206.5
GPC4,102
RRH,80
PSMA1,2156.8
SCAI,2607.2
CHMP4A,5297
RBBP5,411.6
LNPEP,2806.8
SLC25A4,1732.666667
GTPBP4,999.8571429
TBC1D2B,351.7142857
KRTAP4-8,5297
TADA3,316.6666667
GPN2,1050
CAMKK2,1341.5
DUSP18,2468.4
MCC,1543.3
TMEM106B,142.25
USP49,1562.5
SF3A3,1276.5
NCOA1,1407.857143
ZNF592,1214.071429
PPP1R1B,1072.6
SFRP5,32
SASH1,1260.714286
LGALS3,1074
CD109,1129.3
INHA,615
LGMN,1958.5
SCGB2A2,1456
SLC20A1,1217.571429
PDIK1L,395
SPRR1B,86.5
MGAT4C,501.2
FEN1,2780
SPATA13,1221.857143
CHD1L,699.5
FSCN3,195
N4BP3,244
RAB34,515
ACADSB,1106.8
SGCB,1669.75
MAP3K3,467.25
PRKACA,745
TAOK1,259.8
STAP2,376.3333333
MRAS,3369.666667
RERE,719.4615385
TULP1,1335.2
DKK2,147.25
SFXN4,1826.5
BMPR2,918.4285714
KALRN,1102.380952
PRKX,2060.2
MAP6,1001.181818
IRF7,588
HADHA,2105.666667
HSF5,611
IPPK,1202.8
PSD4,975.8571429
SERF2,62.5
PHF10,62
FDCSP,3185.5
NCS1,144
NPHP3,2493
FMNL1,424.8
BRDT,2332.2
RMDN1,118.3333333
NEFL,1546
SH3PXD2A,789.1428571
ADNP,1050.176471
TJP2,1309.8
DLEC1,1642.555556
GLMN,4097
PRDM15,880.7142857
COL6A1,461.7272727
ATP6V1C2,2688.5
PARL,1773
FAT2,850.5555556
CRY1,1422.5
MYADM,1708.333333
SCAF11,1233.363636
SLC11A2,1197
LEFTY1,465.3333333
CDH6,679.2222222
ADAM2,132.2857143
WNK3,730.2608696
DDX20,1037.125
ALG13,1563.125
KCTD7,167
PPTC7,2157.666667
POLR3B,1930.2
CLIC1,874
OSBPL9,1262.090909
PATL2,3404
EBF4,1234.666667
EBNA1BP2,435.6666667
IDO1,259
G3BP2,870.6666667
RIPPLY2,108
WNT6,45
AP1M2,1175.625
JAZF1,5297
PARPBP,1430.166667
NUP93,707.8333333
RAB4B,1248.5
HMHB1,1761.333333
CALR,46
ZDHHC9,1478.5
TBX6,194
BTNL9,1354.75
FIG4,461.5
TNP2,887.5
SCN5A,867.9375
OR5I1,175.8571429
DET1,1521
ELK3,71
SDHD,110
STK38L,1200.5
SDHB,1169.333333
NPTX1,155.6
RASA2,2115.75
EIF2D,698.2727273
PPFIA1,749.6153846
PTCD2,1240
PIK3R2,914.6666667
PRMT2,850
TCOF1,1955.5
SUMO2,738
LGALS3BP,728
ZCCHC24,64
HSPA1B,347
FRMD4A,831.6666667
TEX14,906.5384615
PDSS2,1040
GATM,113
ADIPOR2,919.6666667
TCL1B,611
HES1,315.5
ACSBG2,1175.6
RBBP8,2084.833333
DNAJC22,46.5
NAP1L2,641.375
PCBD2,4759
JAK1,709.0833333
PRSS35,809.25
RTKN,1133
SENP1,323.8571429
COL4A1,989.0666667
MOGAT1,1470
ANKRD6,1164.333333
UBE3C,908.2
KLK4,70
RFC2,2813
MRTO4,692
MAP4K3,1526.666667
TSHZ3,903.7307692
LY86,1484.75
UGCG,4497
PDIA4,1854.8
PDE1B,1881.166667
AXL,380.6666667
MSANTD1,93
LGALS2,163
SUN1,102.2
FABP3,1001
STRADB,528
PABPN1L,927
B9D1,693.6666667
PAX9,1275
PFKL,898.8333333
P2RY11,152
SERPINB2,682.25
GAS8,1489.5
CDKN1A,245
MIDN,1308
IFNB1,887.5
AAK1,1279.285714
PDE1C,953
TP53BP1,1347.266667
COL1A2,1108.933333
YWHAZ,1786
ADCK5,309.5
HMGCS2,1659.333333
AREG,3508.5
SMPD2,1438.5
HNRNPDL,157.6
PRSS12,1647.285714
IRS1,2146
GYG1,152
CAPN11,351
PHYHD1,2813
CABLES1,1896.5
UBE2V2,998.5
LGR4,1687.375
RPL21,146
KRT26,1581.8
CCND1,67
UGDH,163
PRRX1,371.5
TTF1,2862.25
NALCN,717.2941176
BEST3,1341.375
EXOC3,338.875
IGF2BP3,1007.5
ARHGEF3,4759
SNAP29,1163.2
SPNS1,1647.714286
KAT2A,1133.333333
PDE8B,2233.8
ATIC,153.5
GOLPH3,208.5
ATP6V0D2,98
CRLF1,129.5
SERPINA10,1022.4
MYH7B,454.6470588
CXXC4,843.5
ID2,43.5
ZNF354B,1861.666667
CDC20B,147.25
ITGAM,573.4166667
ACAA2,127.75
CALML5,169
SEPHS1,1918
MLC1,291.5
DCPS,2135.666667
PRPF8,621.2727273
SERPINA12,1175.8
IP6K3,1374.333333
KRTAP4-6,906.25
RRAS2,80
IFNL2,83
PPIH,2092.333333
SPEF2,728.9166667
RNF113A,1160.666667
MAP2K5,1223.8
ASZ1,383.6
BLK,991
STXBP4,508.5
PLA2G4D,1938.25
SNX3,405
PSMD5,777.75
OPN3,4497
PRPSAP1,2371.5
SLC7A4,1839.333333
PRMT1,80
KCNAB1,839.75
TMEFF1,1798.75
EVPLL,2411.5
TMEM177,895.5
ARHGEF5,1797.857143
KLHL5,1408.75
CSNK1A1,2143.75
LRRC8D,1665.833333
SRRM4,454.1
OSBPL1A,914.8571429
SSU72,65
FBL,1305
MPC2,2409
TRIM54,4097
HTR5A,1001.571429
SEC61A1,1306
GNRH1,694.5
FBN2,996.4375
ASPN,1681.666667
ADRM1,1256.5
TNFSF9,118
ARHGDIB,255
ANKRD49,1235
TSSK1B,1162.5
TFE3,308
TPP1,830.2727273
KLHL36,132.5
TAPBPL,320
SUZ12,337
FARSA,1556.833333
TEAD1,378.5
MYLK3,886.6666667
ACTR6,1441.75
KLK13,1383
XKR7,724.8
RBM24,1013.833333
NDUFAF3,196
VWA2,412.6666667
ONECUT3,145
ZBTB16,702.4285714
NOB1,1064.5
SLC35A5,142.5
FXR1,803.8571429
METTL3,2559
EHBP1,897.7777778
C11orf58,850.75
KATNB1,387.25
NAPG,1915
CYP4F12,1126.6
NUP205,1210.909091
MEPE,1793.8
UBE2H,805.5
STK33,1884.571429
FMR1,555.3333333
MPDU1,2813
MYL6B,3047.333333
F3,539.5
FAM43B,124
RHOT1,1161.692308
MYBPC1,888.125
DUS3L,2789.5
ZCCHC10,674
KDM1B,819
ADAM12,1081.916667
NRK,310.6666667
